id,title,category,subcategory,kind,countries,hasRunner,version,description
ciwa,CIWA-Ar,9. Психиатрия и психология,Зависимости,calculator,Международный,yes,1.0.0,Оценка тяжести алкогольного абстинентного синдрома.
ckd-epi,CKD-EPI 2009 / 2021 (race-free),1. Клинические калькуляторы,Функция почек,calculator,Международный (KDIGO),yes,1.0.0,Современный стандарт стадирования хронической болезни почек.
clavien,Clavien-Dindo + CCI,2. Диагностические шкалы,Периоперационная,score,,yes,1.0.0,Стандартная классификация тяжести послеоперационных осложнений.
clsi,CLSI C28-A3 / IFCC / Common Reference / CALIPER (peds),15. Лабораторная медицина,Референсы,calculator,"Международный (CLSI, США)",yes,1.0.0,Международные стандарты лабораторных референсных интервалов.
cmps-sf,Modified Glasgow Composite Pain (CMPS-SF),20. Ветеринарная медицина,Боль,calculator,Международный (WSAVA · Glasgow),yes,1.0.0,Оценка боли у собак и кошек по поведенческим признакам.
cmqcc,CMQCC / AWHONN / RCOG 52,8. Акушерство и гинекология,ПРК,calculator,"США (CMQCC/AWHONN), UK (RCOG 52), международно",yes,1.0.0,Протоколы профилактики и ведения послеродового кровотечения.
cochrane,Cochrane Library / BMJ Evidence / JAMA / NEJM,18. Учебные инструменты,Базы знаний,calculator,Международный (Cochrane Collaboration),yes,1.0.0,Источники систематических обзоров и доказательной медицины.
cockcroft,Cockcroft-Gault (CrCl),1. Клинические калькуляторы,Функция почек,calculator,США (FDA) · ЕС (EMA) · Международный,yes,1.0.0,Клиренс креатинина - стандарт FDA/EMA для дозирования лекарств.
code-stemi,Code STEMI / Code Stroke / Sepsis Bundle,17. Протоколы экстренной помощи,Госпитальные pathways,calculator,"США (AHA/ACC), ЕС (ESC), РФ",yes,1.0.0,"Ускоренные госпитальные протоколы при ИМ, инсульте, сепсисе."
colorado-pain,Colorado State Pain / UNESP-Botucatu Feline / Grimace Scale,20. Ветеринарная медицина,Боль,calculator,США (CSU) · международный,yes,1.0.0,Альтернативные шкалы оценки боли у животных.
complete-anatomy,Complete Anatomy / Visible Body / BioDigital / Anatomy.app,18. Учебные инструменты,Визуализация / Анатомия,calculator,"Ирландия / Международный (3D4Medical, часть Elsevier)",yes,1.0.0,Интерактивные 3D-приложения анатомии.
conners,Conners-3 / Vanderbilt / SNAP-IV / ADHD-RS-5,9. Психиатрия и психология,СДВГ,calculator,США / Международный,yes,1.0.0,Оценка СДВГ у детей и подростков.
consmed,Рубрикатор КР Минздрава РФ / ConsMed / Consilium Medicum,18. Учебные инструменты,Базы знаний,calculator,Российская Федерация · СНГ,yes,1.0.0,Российские клинические базы знаний.
cortisol,ACTH stim / LDST / HDST / Midnight salivary,15. Лабораторная медицина,Эндокринология,calculator,Международный (Endocrine Society · РАЭ),yes,1.0.0,Диагностика гипер- и гипокортизолизма.
covid,4C Mortality / COVID-GRAM / NEWS2 COVID / CO-RADS,11. Инфекционные болезни,COVID-19,calculator,Международный (ISARIC/WHO),yes,1.0.0,Оценка тяжести и прогноза при COVID-19.
